"expediente","producto","titular","registrosanitario","fechaexpedicion","fechavencimiento","estadoregistro","expedientecum","consecutivocum","cantidadcum","descripcioncomercial","estadocum","fechaactivo","fechainactivo","muestramedica","unidad","atc","descripcionatc","viaadministracion","concentracion","principioactivo","unidadmedida","cantidad","unidadreferencia","formafarmaceutica","nombrerol","tiporol","modalidad","ium"
"20096891","SULMIC750 MGTABLETAS RECUBIERTAS","JOINPHARM S.A.S","INVIMA 2021M-0016899-R1","2016 Mar 07 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20096891","2","20","CAJA PLEGADIZA X 20 TABLETAS RECUBIERTAS ENSIN DATOFOIL ALUMINIO / ALUMINIO X 10 TABLETAS RECUBIERTAS CADA UNO.","Activo","03/07/2016",,"No","U","J01CR04","SULTAMICILINA","ORAL","A","SULTAMICILINA TOSILATO EQUIVALENTE A SULTAMICILINA BASE","mg","750","TABLETA RECUBIERTA.","TABLETA RECUBIERTA","SYNTOFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","19","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 3.5M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","25","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 7.0M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20007872","BAXUL® F TABLETAS","BIOQUIMICO PHARMAS.A.","INVIMA 2020M-0010586-R1","2010 Mar 19 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20007872","1","10","CAJA POR 10 TABLETAS EN 1 BLISTERSIN DATOPVC AMBAR / ALUMINIO.","Activo","07/29/2009",,"No","U","J01EE01","SULFAMETOXAZOL Y TRIMETOPRIM","ORAL","A","SULFAMETOXAZOL","mg","800","TABLETA","TABLETA","ANGLOPHARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","1","2","CAJA POR 2 CAPSULAS EN BLISTER PVC / ALUMINIO.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","8","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ALUMINIO CON CAPACIDAD DE 2.0M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"49903","SCANDONEST® 3% SIN VASOCONSTRICTOR","SPECIALITES SEPTODONT S.A. (SEPTODONT S.A.)","INVIMA 2021M-006224-R4","1994 Dec 09 12:00:00 AM","2021 Sep 30 12:00:00 AM","En tramite renov","49903","1","50","CAJA CON 50 CARPULAS X 1.8 ML CADA UNO.","Activo","11/10/2006",,"No","U","N01BB03","MEPIVACAINA","INFILTRATIVA - BLOQUEOS","A","CLORHIDRATO DE MEPIVACAINA","mg","54","CARPULA DE 1.8 ML","SOLUCION INYECTABLE","IMPORTACIONES DENTAL UNIVERSITARIO S.A","IMPORTADOR","IMPORTAR Y VENDER",
"59096","OMEPRAZOL 40 MG","PROCAPS S.A.","INVIMA 2021M-000341-R3","1999 Dec 20 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","59096","2","10","CAJA X 10 CÁPSULAS DURAS. EN BLÍSTER PVC INCOLORO TRANSPARENTE/ALUMINIO POR 10 CÁPSULAS DURAS.","Activo","11/10/2006",,"No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS *(85.5MG/G) 468 MG. EQUIVALENTES A OMEPRAZOL","mg","40","CÁPSULA DURA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"19950499","SEPTANEST CON ADRENALINA 1/200.000","SEPTODONT O SEPTODONT SAS O SPECIALITES SEPTODONT","INVIMA 2021M-0004432-R2","2005 May 12 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19950499","1","1","CARTUCHO","Inactivo","11/10/2006","04/07/2016","No","U","N01BB58","ARTICAINA COMBINACIONES","INFILTRATIVA - LOCAL","A","ADRENALINA BASE COMO TARTRATO","mg","0,009","CARTUCHO DE 1.8ML","SOLUCION INYECTABLE","IMPORTACIONES DENTAL UNIVERSITARIO S.A","IMPORTADOR","IMPORTAR Y VENDER",
"19917302","FLAGYL® 500 MG TABLETAS RECUBIERTAS.","LABORATORIOS BUSSIE S.A","INVIMA 2021M-0000146-R3","2001 May 10 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19917302","1","2","CAJA POR 2 TABLETAS RECUBIERTAS PVC/ALU","Inactivo","11/10/2006","03/25/2011","No","U","P01AB01","METRONIDAZOL","ORAL","A","METRONIDAZOL","mg","500","TABLETA","TABLETA RECUBIERTA","SANOFI-AVENTIS DE MEXICO S.A. DE C.V.","FABRICANTE","IMPORTAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","4","1","PLEGADIZA POR 20 TABLETAS QUE CONTIENE 2 BLISTER POR 10 TABLETAS","Activo","06/03/2015",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20016210","ALGINACID® SUSPENSION","LABQUIFAR LTDA.","INVIMA 2021M-0011294-R2","2010 Sep 07 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20016210","2","360","FRASCO PLÁSTICO PEAD BLANCO POR 360 ML.","Activo","05/14/2010","04/01/2021","No","ml","A02AB01","HIDROXIDO DE ALUMINIO","ORAL","B","HIDROXIDO DE ALUMINIO GEL 14 % 4.5 G. EQUIVALENTES A HIDRÓXIDO DE ALUMINIO","g","0,63","100 ML SUSPENSION","SUSPENSION ORAL","GONHER FARMACEUTICA LTDA PLANTA II","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","31","20","CAJA PLEGADIZA POR 20 TABLETAS QUE CONTIENE 5 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","NAPROXENO SODICO EQUIVALENTE A NAPROXENO","mg","220","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","7","8","PRESENTACION COMERCIAL: PLEGADIZA POR 8 CÁPSULAS (4 BLISTER POR 2 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","FENILEFRINA CLORHIDRATO","mg","10","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20015448","OQ-SEE ®","OFTALMOQUIMICA S.A.","INVIMA 2021M-0011102-R2","2010 Jul 19 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","20015448","2","15","MUESTRA MÉDICA EN FRASCO EN PEBD POR 15ML CON SUBTAPA CAPILAR ALATHON Y TAPA DE POLIPROPILENO","Activo","08/29/2011",,"Si","ml","A11AA03","MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES","CONJUNTIVAL","C","ALCOHOL POLIVINILICO","mg","12","ML DE SOLUCION OFTALMICA","SOLUCION OFTALMICA","VITALIS S.A. C.I. (PLANTA 6)","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","22","21","CAJA PLEGADIZA POR 21 TABLETAS QUE CONTIENE 7 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","NAPROXENO SODICO EQUIVALENTE A NAPROXENO","mg","220","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19961383","OXACILINA 1 G","COLMED LTDA","INVIMA 2021M-0005027-R2","2005 Nov 16 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19961383","3","5","CAJA POR 5 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO","Activo","02/01/2016","10/01/2021","No","U","J01CF04","OXACILINA","INTRAVENOSA","A","OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE","g","1","VIAL","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","VITROFARMA S.A. (PLANTA 1)","FABRICANTE","FABRICAR Y VENDER",
"20097863","SULFAMUL®","BIOQUIMICO PHARMAS.A.","INVIMA 2021M-0016828-R1","2016 Feb 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20097863","2","30","TUBO LAMINADO EN CAJA PLEGADIZA POR 30 G","Activo","02/08/2016",,"No","g","D06BA01","SULFADIAZINA DE PLATA","TOPICA (EXTERNA)","D","SULFADIAZINA DE PLATA","g","1","100 G DE CREMA","CREMA TOPICA","LABORATORIO BIOQUIMICO PHARMAS.A","FABRICANTE","FABRICAR Y VENDER",
"19944485","GLIBENCLAMIDA5 MG TABLETAS","PENTACOOP S.A.","INVIMA 2020M-0003691-R2","2004 Aug 17 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","19944485","11","250","USO INSTITUCIONAL: CAJA X 250 TABLETAS EN BLISTER PVC/ALUMINIO","Inactivo","10/01/2014","02/09/2015","No","U","A10BB01","GLIBENCLAMIDA","ORAL","A","GLIBENCLAMIDA","mg","5","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","14","24","FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 24 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20025076","VALNOC® 2 MG TABLETAS RECUBIERTAS","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2021M-0012217-R2","2011 May 26 12:00:00 AM","1900 Jan 01 12:00:00 AM","En tramite renov","20025076","6","10","MUESTRA MEDICA: CAJA PLEGADIZA POR 10 TABLETAS EN BLISTER ACLAR TRANSPARENTE/ALUMINIO","Activo","11/17/2010",,"Si","U","N05CF04","ESZOPICLONA","ORAL","A","ESZOPICLONA","mg","2","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIOS SYNTHESIS S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","16","40","FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 40 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","16","30","CAJA X 30 CÁPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 10 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","NOSCH LABS PVT. LTD.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","9","12","CAJA PLEGADIZA POR 12 TABLETAS QUE CONTIENE 6 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"42580","TRIMETOPRIM - SULFAMETOXAZOL 40 MG - 200 MG / 5 ML","COLMED LTDA","INVIMA 2020M-004757-R4","1999 Jan 01 12:00:00 AM","2020 Feb 23 12:00:00 AM","En tramite renov","42580","3","60","CAJA PLEGADIZA CON UN (1) FRASCO DE VIDRIO ÁMBAR TIPO III PORSIN DATO60SIN DATOML CON TAPASIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOSIN DATOBLANCA DE ALUMINIO TIPO PILFER PROOF 24 MM.","Activo","06/12/2020",,"No","U","J01EE01","SULFAMETOXAZOL Y TRIMETOPRIM","ORAL","B","SULFAMETOXAZOL","mg","4000","POR CADA 100ML DE SUSPENSIÓN ORAL.","SUSPENSION ORAL","PRODUCTORA DE CAPSULAS DE GELATINA S.A.. PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19948887","MICROGYNON® 30 CD","ADIUM SAS","INVIMA 2020M-0003865-R2","2004 Oct 12 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","19948887","1","28","CAJA CON UN BLISTER (PVC/ALUMINIO) X 28 GRAGEAS (21 GRAGEAS ACTIVAS Y 7 GRAGEAS PLACEBOS)","Activo","11/10/2006",,"No","U","G03AA07","LEVONORGESTREL Y ETINILESTRADIOL","ORAL","A","LEVONORGESTREL","mg","0,15","GRAGEA ACTIVA","TABLETA CUBIERTA (GRAGEA)","BAYER S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"19940718","CLOBELAC EMULSION TOPICA","PHARMADERM S.A.","INVIMA 2020M-0002957-R2","2003 Dec 09 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","19940718","3","1","CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 20ML.","Activo","11/10/2006",,"No","U","D07AD01","CLOBETASOL","TOPICA (EXTERNA)","D","CLOBETASOLPROPIONATO","g","0,05","100 GRAMOS","CREMA TOPICA","ARBOFARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","3","100","CAJA POR 100SIN DATOCAPSULAS EN 10SIN DATOBLISTERSSIN DATOPVC / ALUMINIO.","Activo","09/23/2009","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19950385","ANTISS® 5 MG TABLETAS RECUBIERTAS","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2021M-0004327-R2","2005 Apr 07 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19950385","7","5","1L1004881006103 CAJA POR 5 TABLETAS RECUBIERTAS EN 1 BLISTER OPA/ALU/PVC/ALU","Activo","09/05/2019","04/01/2021","No","U","R06AE09","LEVOCETIRIZINA","ORAL","A","LEVOCETIRIZINA DICLORHIDRATO","mg","5","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","FABRICANTE","FABRICAR Y VENDER","1L1004881006103"
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","2","28","CAJA POR 28 TABLETAS EN FOIL DE ALUMINIO","Inactivo","02/24/2016","12/13/2019","No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","COMERCIALIZADORA RUECAM S.A.S.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"59096","OMEPRAZOL 40 MG","PROCAPS S.A.","INVIMA 2021M-000341-R3","1999 Dec 20 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","59096","6","2","CAJA POR 2 CÁPSULAS DURAS. EN BLÍSTER PVC INCOLORO TRANSPARENTE/ALUMINIO POR 2 CÁPSULAS DURAS","Activo","10/06/2021",,"Si","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS *(85.5MG/G) 468 MG. EQUIVALENTES A OMEPRAZOL","mg","40","CÁPSULA DURA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","9","30","CAJA X 30 CÁPSULAS EN BLISTER ALUMINIO/PVC POR 10 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","29","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 7.5M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","7","5","CAJA POR 5 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH .","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","NOSCH LABS PRIVATE LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20079010","ALDRIFRESS TABLETAS MASTICABLES.","ALDRISTON FARMACEUTICA DE COLOMBIA LTDA","INVIMA 2021M-0016520-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20079010","1","6","CAJA X 6 TABLETAS MASTICABLES EN 1 BLISTER ALUMINIO IMPRESO /PVDC TRANSPARENTE X 6 TABLETAS MASTICABLES.","Activo","03/18/2015","04/01/2021","No","U","R02AD01","BENZOCAINA","ORAL","A","BENZOCAINA","mg","10","TABLETA MASTICABLE","TABLETA MASTICABLE","QUIMICA PATRIC LIMITADA","FABRICANTE","FABRICAR Y VENDER",
"226424","AKATINOL ®10 MG TABLETAS RECUBIERTAS","MERZ PHARMACEUTICALS GMBH","INVIMA 2020 M-14124 R2","1999 Jan 01 12:00:00 AM","2020 Mar 02 12:00:00 AM","En tramite renov","226424","7","7","USO INSTITUCIONAL:CAJA POR 7 TABLETAS RECUBIERTAS EN BLISTER PP/ALUMINIO","Inactivo","04/14/2015",,"No","U","N06DX01","MEMANTINA","ORAL","A","MEMANTINA CLORHIDRATO","mg","10","TABLETA RECUBIERTA","TABLETA RECUBIERTA","CADI ASESORES S.A.S","IMPORTADOR","IMPORTAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","8","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ALUMINIO CON CAPACIDAD DE 2.0M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXIGENOS DEL LLANO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","14","50","CAJA PLEGADIZA POR 50 TABLETAS QUE CONTIENE 25 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINAANHIDRA","mg","65","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20100151","LOMECAN V","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016822-R1","2016 Feb 09 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20100151","5","36","CAJA POR 36 OVULOS EN BLISTER PVC-PVDC TRANSPARENTE / ALUMINIO POR 2 OVULOS","Activo","02/05/2016",,"No","U","G01AF02","CLOTRIMAZOL","VAGINAL","A","CLOTRIMAZOL","mg","200","OVULOS","CAPSULA VAGINAL","HC CLOVER. PRODUCTOS Y SERVICIOS","FABRICANTE","IMPORTAR. ENVASAR Y VENDER",
"20017916","CONTUMAX® POLVO","ASOFARMA DE MEXICO S.A. DE C.V.","INVIMA 2021M-0011380-R2","2010 Sep 22 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20017916","2","1","MUETRA MEDICA: CAJA X 1 SOBRE DE 17 G","Activo","07/13/2011",,"Si","U","A06AD15","MACROGOL","ORAL","D","POLIETILENGLICOL 3350","g","100","100G","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","EMIFARMAS.A. DE C..V.","FABRICANTE","IMPORTAR Y VENDER",
"20004014","ZETYGRIP 4","COMERCIALIZADORA RUECAM S.A.S.","INVIMA 2020M-0010761-R1","2010 May 03 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20004014","3","100","ESTUCHE DE CARTON POR 100 CAPSULAS (10 BLISTER)","Activo","03/30/2009",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINA ANHIDRA","mg","30",,"CAPSULA DURA","LABORATORIOS DEMAC LTDA.","FABRICANTE","FABRICAR Y VENDER",
"226424","AKATINOL ®10 MG TABLETAS RECUBIERTAS","MERZ PHARMACEUTICALS GMBH","INVIMA 2020 M-14124 R2","1999 Jan 01 12:00:00 AM","2020 Mar 02 12:00:00 AM","En tramite renov","226424","4","14","CAJA POR 14 TABLETAS EN BLISTER PP / ALUMINIO.","Activo","11/10/2006",,"No","U","N06DX01","MEMANTINA","ORAL","A","MEMANTINA CLORHIDRATO","mg","10","TABLETA RECUBIERTA","TABLETA RECUBIERTA","CADI ASESORES S.A.S","IMPORTADOR","IMPORTAR Y VENDER",
"47618","DICLOFENACO SODICO50MG TABLETAS","ANGLOPHARMA S.A.","INVIMA 2021M-000007-R3","1995 Feb 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","47618","1","250","CAJA X 250 TABLETAS RECUBIERTAS. EN BLÍSTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS RECUBIERTAS.","Activo","11/10/2006",,"No","U","M01AB05","DICLOFENACO","ORAL","A","DICLOFENACO SÓDICO","mg","50","TABLETA RECUBIERTA","TABLETA RECUBIERTA","ANGLOPHARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19919875","OVALE® CHAMPU","PHARMADERM S.A.","INVIMA 2023M-0000469-R3","2001 Aug 13 12:00:00 AM","2023 Feb 22 12:00:00 AM","En tramite renov","19919875","7","1","CAJA PLEGADIZA CON UN FRASCO PLÁSTICO DE POLIETILENO DE ALTA DENSIDAD POR 250 ML.","Activo","09/21/2007","12/21/2022","No","U","D01AC08","KETOCONAZOL","TOPICA (EXTERNA)","B","KETOCONAZOL","g","2","100 ML","EMULSION (CHAMPOO)","LABORATORIOS COASPHARMA - SOCIEDAD COASPHARMA S.A.S. (PLANTA RICAURTE)","FABRICANTE","FABRICAR Y VENDER",
